Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
SBNY,Signature Bank,Signature Bank - Common Stock,Q,N,N,100.0
SBNYW,Signature Bank,Signature Bank - Warrants 12/12/2018,Q,N,N,100.0
SBRA,"Sabra Healthcare REIT, Inc.","Sabra Healthcare REIT, Inc. - Common Stock",Q,N,N,100.0
SBRAP,"Sabra Healthcare REIT, Inc.","Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)",Q,N,N,100.0
SBSA,"Spanish Broadcasting System, Inc.","Spanish Broadcasting System, Inc. - Class A Common Stock",G,N,D,100.0
SBSI,"Southside Bancshares, Inc.","Southside Bancshares, Inc. - Common Stock",Q,N,N,100.0
SBUX,Starbucks Corporation,Starbucks Corporation - Common Stock,Q,N,N,100.0
SCAI,"Surgical Care Affiliates, Inc.","Surgical Care Affiliates, Inc. - Common Stock",Q,N,N,100.0
SCHL,Scholastic Corporation,Scholastic Corporation - Common Stock,Q,N,N,100.0
SCHN,"Schnitzer Steel Industries, Inc.","Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100.0
SCLN,"SciClone Pharmaceuticals, Inc.","SciClone Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
SCMP,"Sucampo Pharmaceuticals, Inc.","Sucampo Pharmaceuticals, Inc. - Class A Common Stock",G,N,N,100.0
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc","SinoCoking Coal and Coke Chemical Industries, Inc - Common Stock",S,N,N,100.0
SCON,Superconductor Technologies Inc.,Superconductor Technologies Inc. - Common Stock,S,N,N,100.0
SCOR,"comScore, Inc.","comScore, Inc. - Common Stock",Q,N,N,100.0
SCSC,"ScanSource, Inc.","ScanSource, Inc. - Common Stock",Q,N,N,100.0
SCSS,Select Comfort Corporation,Select Comfort Corporation - Common Stock,Q,N,N,100.0
SCTY,SolarCity Corporation,SolarCity Corporation - Common Stock,Q,N,N,100.0
SCVL,"Shoe Carnival, Inc.","Shoe Carnival, Inc. - Common Stock",Q,N,N,100.0
SCYX,"SCYNEXIS, Inc.","SCYNEXIS, Inc. - Common Stock",G,N,N,100.0
SEAC,"SeaChange International, Inc.","SeaChange International, Inc. - Common Stock",Q,N,N,100.0
SEED,Origin Agritech Limited,Origin Agritech Limited - Common Stock,Q,N,N,100.0
SEIC,SEI Investments Company,SEI Investments Company - Common Stock,Q,N,N,100.0
SEMI,SunEdison Semiconductor Limited,SunEdison Semiconductor Limited - Ordinary Shares,Q,N,N,100.0
SENEA,Seneca Foods Corp.,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100.0
SENEB,Seneca Foods Corp.,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100.0
SEV,"Sevcon, Inc.","Sevcon, Inc. - Common Stock",S,N,N,100.0
SFBC,"Sound Financial Bancorp, Inc.","Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100.0
SFBS,"ServisFirst Bancshares, Inc.","ServisFirst Bancshares, Inc. - Common Stock",Q,N,N,100.0
SFLY,"Shutterfly, Inc.","Shutterfly, Inc. - Common Stock",Q,N,N,100.0
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100.0
SFNC,Simmons First National Corporation,Simmons First National Corporation - Common Stock,Q,N,N,100.0
SFST,"Southern First Bancshares, Inc.","Southern First Bancshares, Inc. - Common Stock",G,N,N,100.0
SFXE,"SFX Entertainment, Inc.","SFX Entertainment, Inc. - Common Stock",Q,N,N,100.0
SGBK,Stonegate Bank,Stonegate Bank - Common Stock,Q,N,N,100.0
SGC,"Superior Uniform Group, Inc.","Superior Uniform Group, Inc. - Common Stock",G,N,N,100.0
SGEN,"Seattle Genetics, Inc.","Seattle Genetics, Inc. - Common Stock",Q,N,N,100.0
SGI,Silicon Graphics International Corp,Silicon Graphics International Corp - Common Stock,Q,N,N,100.0
SGMA,"SigmaTron International, Inc.","SigmaTron International, Inc. - Common Stock",S,N,N,100.0
SGMO,"Sangamo BioSciences, Inc.","Sangamo BioSciences, Inc. - Common Stock",Q,N,N,100.0
SGMS,Scientific Games Corp,Scientific Games Corp - Class A Common Stock,Q,N,N,100.0
SGNL,"Signal Genetics, Inc.","Signal Genetics, Inc. - Common Stock",S,N,N,100.0
SGNT,"Sagent Pharmaceuticals, Inc.","Sagent Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
SGOC,"SGOCO Group, Ltd","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",S,N,N,100.0
SGRP,"SPAR Group, Inc.","SPAR Group, Inc. - Common Stock",S,N,N,100.0
SGYP,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
SGYPU,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Unit",S,N,N,100.0
SGYPW,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. - Warrants",S,N,N,100.0
SHBI,Shore Bancshares Inc,Shore Bancshares Inc - Common Stock,Q,N,N,100.0
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100.0
SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings Corp - Common Stock,S,N,N,100.0
SHLD,Sears Holdings Corporation,Sears Holdings Corporation - Common Stock,Q,N,N,100.0
SHLDW,Sears Holdings Corporation,Sears Holdings Corporation - Warrant,Q,N,N,100.0
SHLM,"A. Schulman, Inc.","A. Schulman, Inc. - Common Stock",Q,N,N,100.0
SHLO,"Shiloh Industries, Inc.","Shiloh Industries, Inc. - Common Stock",Q,N,N,100.0
SHOO,"Steven Madden, Ltd.","Steven Madden, Ltd. - Common Stock",Q,N,N,100.0
SHOR,"ShoreTel, Inc.","ShoreTel, Inc. - Common Stock",Q,N,N,100.0
SHOS,"Sears Hometown and Outlet Stores, Inc.","Sears Hometown and Outlet Stores, Inc. - Common Stock",S,N,N,100.0
SHPG,Shire plc,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Q,N,N,100.0
SIAL,Sigma,Sigma-Aldrich Corporation - Common Stock,Q,N,N,100.0
SIBC,"State Investors Bancorp, Inc.","State Investors Bancorp, Inc. - Common Stock",S,N,N,100.0
SIEB,Siebert Financial Corp.,Siebert Financial Corp. - Common Stock,S,N,N,100.0
SIEN,"Sientra, Inc.","Sientra, Inc. - Common Stock",Q,N,N,100.0
SIFI,"SI Financial Group, Inc.","SI Financial Group, Inc. - Common Stock",G,N,N,100.0
SIFY,Sify Technologies Limited,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,N,N,100.0
SIGA,SIGA Technologies Inc.,SIGA Technologies Inc. - Common Stock,G,N,Q,100.0
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc. - Common Stock",Q,N,N,100.0
SIGM,"Sigma Designs, Inc.","Sigma Designs, Inc. - Common Stock",Q,N,N,100.0
SILC,Silicom Ltd,Silicom Ltd - Ordinary Shares,Q,N,N,100.0
SIMG,"Silicon Image, Inc.","Silicon Image, Inc. - Common Stock",Q,N,N,100.0
SIMO,Silicon Motion Technology Corporation,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100.0
SINA,Sina Corporation,Sina Corporation - Ordinary Shares,Q,N,N,100.0
SINO,Sino,"Sino-Global Shipping America, Ltd. - Common Stock",S,N,N,100.0
SIRI,Sirius XM Holdings Inc.,Sirius XM Holdings Inc. - Common Stock,Q,N,N,100.0
SIRO,"Sirona Dental Systems, Inc.","Sirona Dental Systems, Inc. - Common Stock",Q,N,N,100.0
SIVB,SVB Financial Group,SVB Financial Group - Common Stock,Q,N,N,100.0
SIVBO,SVB Financial Group,SVB Financial Group - 7% Cumulative Trust Preferred Securities - SVB Capital II,Q,N,N,100.0
SIXD,"6D Global Technologies, Inc.","6D Global Technologies, Inc. - Common Stock",S,N,N,100.0
SKBI,Skystar Bio,Skystar Bio-Pharmaceutical Company - Common Stock,S,N,N,100.0
SKIS,"Peak Resorts, Inc.","Peak Resorts, Inc. - Common Stock",G,N,N,100.0
SKOR,FlexShares Credit,FlexShares Credit-Scored US Corporate Bond Index Fund,G,N,N,100.0
SKUL,"Skullcandy, Inc.","Skullcandy, Inc. - Common Stock",Q,N,N,100.0
SKYS,"Sky Solar Holdings, Ltd.","Sky Solar Holdings, Ltd. - American Depositary Shares",S,N,N,100.0
SKYW,"SkyWest, Inc.","SkyWest, Inc. - Common Stock",Q,N,N,100.0
SKYY,First Trust ISE Cloud Computing Index Fund,First Trust ISE Cloud Computing Index Fund,G,N,N,100.0
SLAB,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc. - Common Stock",Q,N,N,100.0
SLCT,"Select Bancorp, Inc.","Select Bancorp, Inc. - Common Stock",G,N,N,100.0
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc. - Common Stock,Q,N,N,100.0
SLM,SLM Corporation,SLM Corporation - Common Stock,Q,N,N,100.0
SLMAP,SLM Corporation,"SLM Corporation - 6.97% Cumulative Redeemable Preferred Stock, Series A",Q,N,N,100.0
SLMBP,SLM Corporation,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,N,N,100.0
SLP,"Simulations Plus, Inc.","Simulations Plus, Inc. - Common Stock",S,N,N,100.0
SLRC,Solar Capital Ltd.,Solar Capital Ltd. - Common Stock,Q,N,N,100.0
SLTC,"Selectica, Inc.","Selectica, Inc. - Common Stock",S,N,N,100.0
SLVO,Credit Suisse AG,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes,G,N,N,100.0
SLXP,"Salix Pharmaceuticals, Ltd.","Salix Pharmaceuticals, Ltd. - Common Stock",Q,N,N,100.0
SMAC,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Common Stock,S,N,N,100.0
SMACR,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Right,S,N,N,100.0
SMACU,Sino Mercury Acquisition Corp.,Sino Mercury Acquisition Corp. - Unit,S,N,N,100.0
SMBC,"Southern Missouri Bancorp, Inc.","Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100.0
SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc. - Common Stock",Q,N,N,100.0
SMED,Sharps Compliance Corp,Sharps Compliance Corp - Common Stock,S,N,N,100.0
SMIT,"Schmitt Industries, Inc.","Schmitt Industries, Inc. - Common Stock",S,N,N,100.0
SMLR,"Semler Scientific, Inc.","Semler Scientific, Inc. - Common Stock",S,N,N,100.0
SMMF,"Summit Financial Group, Inc.","Summit Financial Group, Inc. - Common Stock",S,N,N,100.0
SMPL,Simplicity Bancorp Inc.,Simplicity Bancorp Inc. - Common Stock,Q,N,N,100.0
SMRT,"Stein Mart, Inc.","Stein Mart, Inc. - Common Stock",Q,N,N,100.0
SMSI,"Smith Micro Software, Inc.","Smith Micro Software, Inc. - Common Stock",Q,N,D,100.0
SMT,SMART Technologies Inc.,SMART Technologies Inc. - Common Shares,Q,N,N,100.0
SMTC,Semtech Corporation,Semtech Corporation - Common Stock,Q,N,N,100.0
SMTP,"SMTP, Inc.","SMTP, Inc. - Common Stock",S,N,N,100.0
SMTX,SMTC Corporation,SMTC Corporation - Common Stock,G,N,N,100.0
SNAK,"Inventure Foods, Inc.","Inventure Foods, Inc. - Common Stock",Q,N,N,100.0
SNBC,"Sun Bancorp, Inc.","Sun Bancorp, Inc. - Common Stock",Q,N,N,100.0
SNC,"State National Companies, Inc.","State National Companies, Inc. - Common Stock",Q,N,N,100.0
SNCR,"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc. - Common Stock",Q,N,N,100.0
SNDK,SanDisk Corporation,SanDisk Corporation - Common Stock,Q,N,N,100.0
SNFCA,Security National Financial Corporation,Security National Financial Corporation - Class A Common Stock,G,N,N,100.0
SNHY,Sun Hydraulics Corporation,Sun Hydraulics Corporation - Common Stock,Q,N,N,100.0
SNMX,"Senomyx, Inc.","Senomyx, Inc. - Common Stock",G,N,N,100.0
SNPS,"Synopsys, Inc.","Synopsys, Inc. - Common Stock",Q,N,N,100.0
SNSS,"Sunesis Pharmaceuticals, Inc.","Sunesis Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
SNTA,Synta Pharmaceuticals Corp.,Synta Pharmaceuticals Corp. - Common Stock,G,N,N,100.0
SOCB,Southcoast Financial Corporation,Southcoast Financial Corporation - Common Stock,G,N,N,100.0
SOCL,Global X Social Media Index ETF,Global X Social Media Index ETF,G,N,N,100.0
SODA,SodaStream International Ltd.,SodaStream International Ltd. - Ordinary Shares,Q,N,N,100.0
SOFO,"Sonic Foundry, Inc.","Sonic Foundry, Inc. - Common Stock",S,N,N,100.0
SOHO,Sotherly Hotels Inc.,Sotherly Hotels Inc. - Common Stock,G,N,N,100.0
SOHOL,Sotherly Hotels LP,Sotherly Hotels LP - 8.00% Senior Unsecured Notes Due 2018,G,N,N,100.0
SOHOM,Sotherly Hotels LP,Sotherly Hotels LP - 7.00% Senior Notes,G,N,N,100.0
SOHU,Sohu.com Inc.,Sohu.com Inc. - Common Stock,Q,N,N,100.0
SONA,"Southern National Bancorp of Virginia, Inc.","Southern National Bancorp of Virginia, Inc. - Common Stock",G,N,N,100.0
SONC,Sonic Corp.,Sonic Corp. - Common Stock,Q,N,N,100.0
SONS,"Sonus Networks, Inc.","Sonus Networks, Inc. - Common Stock",Q,N,N,100.0
SORL,"SORL Auto Parts, Inc.","SORL Auto Parts, Inc. - Common Stock",G,N,N,100.0
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund,G,N,N,100.0
SP,SP Plus Corporation,SP Plus Corporation - Common Stock,Q,N,N,100.0
SPAN,Span,"Span-America Medical Systems, Inc. - Common Stock",G,N,N,100.0
SPAR,"Spartan Motors, Inc.","Spartan Motors, Inc. - Common Stock",Q,N,N,100.0
SPCB,"SuperCom, Ltd.","SuperCom, Ltd. - Ordinary Shares",S,N,N,100.0
SPDC,"Speed Commerce, Inc.","Speed Commerce, Inc. - Common Stock",G,N,N,100.0
SPEX,Spherix Incorporated,Spherix Incorporated - Common Stock,S,N,N,100.0
SPHS,"Sophiris Bio, Inc.","Sophiris Bio, Inc. - Common Shares",G,N,N,100.0
SPIL,"Siliconware Precision Industries Company, Ltd.","Siliconware Precision Industries Company, Ltd. - ADS represents common shares",Q,N,N,100.0
SPKE,"Spark Energy, Inc.","Spark Energy, Inc. - Class A Common Stock",Q,N,N,100.0
SPLK,Splunk Inc.,Splunk Inc. - Common Stock,Q,N,N,100.0
SPLS,"Staples, Inc.","Staples, Inc. - Common Stock",Q,N,N,100.0
SPNC,The Spectranetics Corporation,The Spectranetics Corporation - Common Stock,Q,N,N,100.0
SPNS,Sapiens International Corporation N.V.,Sapiens International Corporation N.V. - Common Shares,S,N,N,100.0
SPOK,"Spok Holdings, Inc.","Spok Holdings, Inc. - Common Stock",Q,N,N,100.0
SPPI,"Spectrum Pharmaceuticals, Inc.","Spectrum Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
SPPR,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Common Stock",G,N,N,100.0
SPPRO,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Series B Cumulative Preferred Stock",G,N,N,100.0
SPPRP,"Supertel Hospitality, Inc.","Supertel Hospitality, Inc. - Series A Convertible Preferred Stock",G,N,N,100.0
SPRO,SmartPros Ltd.,SmartPros Ltd. - Common Stock,S,N,N,100.0
SPRT,"support.com, Inc.","support.com, Inc. - Common Stock",Q,N,N,100.0
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc. - Common Stock",Q,N,N,100.0
SPTN,SpartanNash Company,SpartanNash Company - Common Stock,Q,N,N,100.0
SPU,"SkyPeople Fruit Juice, Inc.","SkyPeople Fruit Juice, Inc. - Common Stock",G,N,N,100.0
SPWH,"Sportsman's Warehouse Holdings, Inc.","Sportsman's Warehouse Holdings, Inc. - Common Stock",Q,N,N,100.0
SPWR,SunPower Corporation,SunPower Corporation - Common Stock,Q,N,N,100.0
SQBG,"Sequential Brands Group, Inc.","Sequential Brands Group, Inc. - Common Stock",S,N,N,100.0
SQBK,"Square 1 Financial, Inc.","Square 1 Financial, Inc. - Class A Common Stock",Q,N,N,100.0
SQI,"SciQuest, Inc.","SciQuest, Inc. - Common Stock",Q,N,N,100.0
SQNM,"Sequenom, Inc.","Sequenom, Inc. - Common Stock",Q,N,N,100.0
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,G,N,N,100.0
SRCE,1st Source Corporation,1st Source Corporation - Common Stock,Q,N,N,100.0
SRCL,"Stericycle, Inc.","Stericycle, Inc. - Common Stock",Q,N,N,100.0
SRDX,"SurModics, Inc.","SurModics, Inc. - Common Stock",Q,N,N,100.0
SREV,"ServiceSource International, Inc.","ServiceSource International, Inc. - Common Stock",Q,N,N,100.0
SRNE,"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc. - Common Stock",S,N,N,100.0
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. - Common Stock",Q,N,N,100.0
SRSC,Sears Canada Inc.,Sears Canada Inc.  - Common Shares,Q,N,N,100.0
SSB,South State Corporation,South State Corporation - Common Stock,Q,N,N,100.0
SSBI,Summit State Bank,Summit State Bank - Common Stock,G,N,N,100.0
SSFN,Stewardship Financial Corp,Stewardship Financial Corp - Common Stock,S,N,N,100.0
SSH,Sunshine Heart Inc,Sunshine Heart Inc - Common Stock,S,N,N,100.0
SSNC,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc. - Common Stock",Q,N,N,100.0
SSRG,Symmetry Surgical Inc.,Symmetry Surgical Inc. - Common Stock,G,N,N,100.0
SSRI,Silver Standard Resources Inc.,Silver Standard Resources Inc. - Common Stock,Q,N,N,100.0
SSYS,"Stratasys, Ltd.","Stratasys, Ltd. - Common Stock",Q,N,N,100.0
STAA,STAAR Surgical Company,STAAR Surgical Company - Common Stock,G,N,N,100.0
STB,Student Transportation Inc,Student Transportation Inc - Common shares,Q,N,N,100.0
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc. - Common Stock",Q,N,N,100.0
STBZ,State Bank Financial Corporation.,State Bank Financial Corporation. - Common Stock,S,N,N,100.0
STCK,"Stock Building Supply Holdings, Inc.","Stock Building Supply Holdings, Inc. - Common Stock",Q,N,N,100.0
STEM,"StemCells, Inc.","StemCells, Inc. - Common Stock",S,N,N,100.0
STFC,State Auto Financial Corporation,State Auto Financial Corporation - Common Stock,Q,N,N,100.0
STKL,"SunOpta, Inc.","SunOpta, Inc. - Common Stock",Q,N,N,100.0
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc. - Common Stock",Q,N,N,100.0
STLY,"Stanley Furniture Company, Inc.","Stanley Furniture Company, Inc. - Common Stock",Q,N,N,100.0
STML,"Stemline Therapeutics, Inc.","Stemline Therapeutics, Inc. - Common Stock",S,N,N,100.0
STMP,Stamps.com Inc.,Stamps.com Inc. - Common Stock,Q,N,N,100.0
STNR,Steiner Leisure Limited,Steiner Leisure Limited - Common Shares,Q,N,N,100.0
STPP,Barclays PLC,Barclays PLC - iPath US Treasury Steepener ETN,G,N,N,100.0
STRA,"Strayer Education, Inc.","Strayer Education, Inc. - Common Stock",Q,N,N,100.0
STRL,Sterling Construction Company Inc,Sterling Construction Company Inc - Common Stock,Q,N,N,100.0
STRM,"Streamline Health Solutions, Inc.","Streamline Health Solutions, Inc. - Common Stock",S,N,N,100.0
STRN,Sutron Corporation,Sutron Corporation - Common Stock,S,N,N,100.0
STRS,"Stratus Properties, Inc.","Stratus Properties, Inc. - Common Stock",Q,N,N,100.0
STRT,Strattec Security Corporation,Strattec Security Corporation - Common Stock,G,N,N,100.0
STRZA,Starz,Starz - Series A Common Stock,Q,N,N,100.0
STRZB,Starz,Starz - Series B Common Stock,Q,N,N,100.0
STX,Seagate Technology.,Seagate Technology. - Common Stock,Q,N,N,100.0
STXS,"Stereotaxis, Inc.","Stereotaxis, Inc. - Common Stock",S,N,N,100.0
SUBK,Suffolk Bancorp,Suffolk Bancorp - Common Stock,Q,N,N,100.0
SUMR,"Summer Infant, Inc.","Summer Infant, Inc. - Common Stock",S,N,N,100.0
SUNS,Solar Senior Capital Ltd.,Solar Senior Capital Ltd. - Common Stock,Q,N,N,100.0
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
SURG,"Synergetics USA, Inc.","Synergetics USA, Inc. - Common Stock",S,N,N,100.0
SUSQ,"Susquehanna Bancshares, Inc.","Susquehanna Bancshares, Inc. - Common Stock",Q,N,N,100.0
SUTR,Sutor Technology Group Limited,Sutor Technology Group Limited - Common Stock,S,N,D,100.0
SVA,"Sinovac Biotech, Ltd.","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Q,N,N,100.0
SVBI,Severn Bancorp Inc,Severn Bancorp Inc - Common Stock,S,N,N,100.0
SVVC,"Firsthand Technology Value Fund, Inc.","Firsthand Technology Value Fund, Inc. - Common Stock",Q,N,N,100.0
SWHC,Smith & Wesson Holding Corporation,Smith & Wesson Holding Corporation - Common Stock,Q,N,N,100.0
SWIR,"Sierra Wireless, Inc.","Sierra Wireless, Inc. - Common Stock",Q,N,N,100.0
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc. - Common Stock",Q,N,N,100.0
SWSH,"Swisher Hygiene, Inc.","Swisher Hygiene, Inc. - Common Stock",S,N,N,100.0
SYBT,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc. - Common Stock",Q,N,N,100.0
SYKE,"Sykes Enterprises, Incorporated","Sykes Enterprises, Incorporated - Common Stock",Q,N,N,100.0
SYMC,Symantec Corporation,Symantec Corporation - Common Stock,Q,N,N,100.0
SYMX,"Synthesis Energy Systems, Inc.","Synthesis Energy Systems, Inc. - Common Stock",G,N,N,100.0
SYNA,Synaptics Incorporated,Synaptics Incorporated - Common Stock,Q,N,N,100.0
SYNC,"Synacor, Inc.","Synacor, Inc. - Common Stock",G,N,N,100.0
SYNL,Synalloy Corporation,Synalloy Corporation - Common Stock,G,N,N,100.0
SYNT,"Syntel, Inc.","Syntel, Inc. - Common Stock",Q,N,N,100.0
SYPR,"Sypris Solutions, Inc.","Sypris Solutions, Inc. - Common Stock",G,N,N,100.0
SYRX,Sysorex Global Holding Corp.,Sysorex Global Holding Corp. - Common Stock,S,N,N,100.0
SYUT,"Synutra International, Inc.","Synutra International, Inc. - Common Stock",Q,N,N,100.0
SZMK,Sizmek Inc.,Sizmek Inc. - Common Stock,Q,N,N,100.0
SZYM,"Solazyme, Inc.","Solazyme, Inc. - Common Stock",Q,N,N,100.0
TACT,TransAct Technologies Incorporated,TransAct Technologies Incorporated - Common Stock,G,N,N,100.0
TAIT,Taitron Components Incorporated,Taitron Components Incorporated - Class A Common Stock,S,N,N,100.0
TAPR,Barclays PLC,Barclays PLC - Barclays Inverse US Treasury Composite ETN,G,N,N,100.0
TASR,"TASER International, Inc.","TASER International, Inc. - Common Stock",Q,N,N,100.0
TAST,"Carrols Restaurant Group, Inc.","Carrols Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
TATT,TAT Technologies Ltd.,TAT Technologies Ltd. - Ordinary Shares,G,N,N,100.0
TAX,"Liberty Tax, Inc.","Liberty Tax, Inc. - Class A Common Stock",Q,N,N,100.0
TAXI,Medallion Financial Corp.,Medallion Financial Corp. - Common Stock,Q,N,N,100.0
TAYD,"Taylor Devices, Inc.","Taylor Devices, Inc. - Common Stock",S,N,N,100.0
TBBK,"The Bancorp, Inc.","The Bancorp, Inc. - Common Stock",Q,N,N,100.0
TBIO,"Transgenomic, Inc.","Transgenomic, Inc. - Common Stock",S,N,N,100.0
TBK,"Triumph Bancorp, Inc.","Triumph Bancorp, Inc. - Common Stock",Q,N,N,100.0
TBNK,Territorial Bancorp Inc.,Territorial Bancorp Inc. - Common Stock,Q,N,N,100.0
TBPH,"Theravance Biopharma, Inc.","Theravance Biopharma, Inc. - Ordinary Shares",G,N,N,100.0
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Common Stock",Q,N,N,100.0
TCBIL,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042",Q,N,N,100.0
TCBIP,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A",Q,N,N,100.0
TCBIW,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. - Warrants 01/16/2019",Q,N,N,100.0
TCBK,TriCo Bancshares,TriCo Bancshares - Common Stock,Q,N,N,100.0
TCCO,Technical Communications Corporation,Technical Communications Corporation - Common Stock,S,N,N,100.0
TCFC,The Community Financial Corporation,The Community Financial Corporation - Common Stock,S,N,N,100.0
TCPC,TCP Capital Corp.,TCP Capital Corp. - Common Stock,Q,N,N,100.0
TCRD,"THL Credit, Inc.","THL Credit, Inc. - Common Stock",Q,N,N,100.0
TCX,Tucows Inc.,Tucows Inc. - Common Stock,S,N,N,100.0
TDIV,First Trust Exchange,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technology Dividend Index Fund,G,N,N,100.0
TEAR,TearLab Corporation,TearLab Corporation - Common Stock,S,N,N,100.0
TECD,Tech Data Corporation,Tech Data Corporation - Common Stock,Q,N,N,100.0
TECH,Bio,Bio-Techne Corp - Common Stock,Q,N,N,100.0
TECU,Tecumseh Products Company,Tecumseh Products Company - Common Stock,Q,N,N,100.0
TEDU,"Tarena International, Inc.","Tarena International, Inc. - American Depositary Shares",Q,N,N,100.0
TENX,"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc. - Common Stock",S,N,N,100.0
TERP,"TerraForm Power, Inc.","TerraForm Power, Inc. - Class A Common Stock",Q,N,N,100.0
TESO,Tesco Corporation,Tesco Corporation - Common Stock,Q,N,N,100.0
TESS,TESSCO Technologies Incorporated,TESSCO Technologies Incorporated - Common Stock,Q,N,N,100.0
TFM,"The Fresh Market, Inc.","The Fresh Market, Inc. - Common Stock",Q,N,N,100.0
TFSC,1347 Capital Corp.,1347 Capital Corp. - Common Stock,S,N,N,100.0
TFSCR,1347 Capital Corp.,1347 Capital Corp. - Right,S,N,N,100.0
TFSCU,1347 Capital Corp.,1347 Capital Corp. - Unit,S,N,N,100.0
TFSCW,1347 Capital Corp.,1347 Capital Corp. - Warrant,S,N,N,100.0
TFSL,TFS Financial Corporation,TFS Financial Corporation - Common Stock,Q,N,N,100.0
TGA,Transglobe Energy Corp,Transglobe Energy Corp - Ordinary Shares,Q,N,N,100.0
TGE,"TGC Industries, Inc.","TGC Industries, Inc. - Common Stock",Q,N,N,100.0
TGEN,Tecogen Inc.,Tecogen Inc. - Common Stock,S,N,N,100.0
TGLS,Tecnoglass Inc.,Tecnoglass Inc. - Ordinary Shares,S,N,N,100.0
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc. - Common Stock",S,N,N,100.0
THFF,First Financial Corporation Indiana,First Financial Corporation Indiana - Common Stock,Q,N,N,100.0
THLD,"Threshold Pharmaceuticals, Inc.","Threshold Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
THOR,Thoratec Corporation,Thoratec Corporation - Common Stock,Q,N,N,100.0
THRM,Gentherm Inc,Gentherm Inc - Common Stock,Q,N,N,100.0
THRX,"Theravance, Inc.","Theravance, Inc. - Common Stock",Q,N,N,100.0
THST,Truett,"Truett-Hurst, Inc. - Class A Common Stock",S,N,N,100.0
THTI,"THT Heat Transfer Technology, Inc.","THT Heat Transfer Technology, Inc. - Common Stock",S,N,N,100.0
